study_id,test_protocol_id,complete_session_count,planned_session_count,bandwidth_positive_session_count,bandwidth_negative_session_count,bandwidth_delta_direction,bandwidth_delta_pct_median,bandwidth_delta_pct_min,bandwidth_delta_pct_max,iops_delta_pct_median,p99_delta_pct_median,p999_delta_pct_median,max_latency_delta_pct_median,verdict,interpretation_boundary
state_repro_002,EXT-STATE-REPRO-002,3,3,1,2,mixed,-6.365774357897013,-7.593910541702698,23.33021096589607,-6.365773960089715,27.338129496402864,66.18705035971222,8.133396644523948,not_reproduced_under_controlled_external_sequence,"USB, Windows, exFAT file-target evidence; reconnect-start does not prove internally reset SSD state"
