workload,path_mode,path_label,run_count,bandwidth_mib_s_mean,bandwidth_mib_s_std,bandwidth_mib_s_min,bandwidth_mib_s_max,bandwidth_mib_s_cv,iops_mean,iops_std,iops_min,iops_max,iops_cv,clat_mean_us_mean,clat_mean_us_std,clat_mean_us_min,clat_mean_us_max,clat_mean_us_cv,clat_p95_us_mean,clat_p95_us_std,clat_p95_us_min,clat_p95_us_max,clat_p95_us_cv,clat_p99_us_mean,clat_p99_us_std,clat_p99_us_min,clat_p99_us_max,clat_p99_us_cv,clat_p999_us_mean,clat_p999_us_std,clat_p999_us_min,clat_p999_us_max,clat_p999_us_cv
rand_read,wsl_ext4,WSL ext4,3,18.608915011088055,14.233730633276513,9.976157188415527,35.03750705718994,0.7648877231582495,4763.882408,3643.8350890423712,2553.896407,8969.602027,0.7648877064898305,284.1935254973334,152.96933331777055,108.438250169,387.308595077,0.5382576293744802,534.5279999999999,186.43550425817503,325.632,684.032,0.3487852914312722,1208.32,527.7803683806361,659.456,1712.128,0.43678857287857203,10693.290666666668,2934.58128911457,7700.48,13565.952,0.2744320135486734
rand_read,mnt_d,/mnt/d,3,15.758063316345215,2.719676459622611,12.653061866760254,17.71782875061035,0.1725895121135602,4034.064395333333,696.2371407495066,3239.184054,4535.764282,0.17258949598199877,250.153310187,47.47037329098216,217.564349686,304.617229528,0.18976512145890087,479.23199999999997,134.93507203095865,395.264,634.88,0.2815652377782758,879.2746666666666,339.06205396259446,659.456,1269.76,0.38561562935502275,3448.832,3092.5532388678453,1220.608,6979.584,0.8966958201697982
rand_write,wsl_ext4,WSL ext4,3,670.7821038564047,35.04317243457657,634.1946992874146,704.0439491271973,0.05224225904822039,171720.218652,8971.052121380091,162353.843077,180235.250983,0.05224225890115128,3.932450482666667,0.36557868758341794,3.629163813,4.338378449,0.09296460036682072,6.197333333333333,0.4803554239657686,5.728,6.688,0.0775100189273508,16.128,4.6886279442924454,12.352,21.376,0.2907135382125772,84.13866666666667,15.405443886280372,68.096,98.816,0.18309588797398388
rand_write,mnt_d,/mnt/d,3,14.247313499450684,1.1940692052319883,13.042880058288574,15.430741310119627,0.083810130610099,3647.3124016666666,305.68176600801513,3338.977402,3950.269982,0.08381014082268674,271.95919095666665,22.7662610715476,250.097314945,295.533167605,0.08371204882417496,501.07733333333334,62.60094278310301,436.224,561.152,0.12493269724786928,853.3333333333334,148.8902103609681,733.184,1019.904,0.17448071526675948,1794.048,273.66675396182126,1499.136,2039.808,0.15254148939260334
