base_workload,compare_workload,base_result_set,compare_result_set,base_operation,compare_operation,bs,iodepth,size,direct,runtime_sec_mean,run_count,base_bandwidth_mib_s_mean,compare_bandwidth_mib_s_mean,bandwidth_mib_s_mean_ratio,base_iops_mean,compare_iops_mean,iops_mean_ratio,base_clat_mean_us_mean,compare_clat_mean_us_mean,clat_mean_us_mean_ratio,base_clat_p99_us_mean,compare_clat_p99_us_mean,clat_p99_us_mean_ratio,base_clat_p999_us_mean,compare_clat_p999_us_mean,clat_p999_us_mean_ratio,base_clat_max_us_mean,compare_clat_max_us_mean,clat_max_us_mean_ratio,base_iops_last_over_first_mean,compare_iops_last_over_first_mean,iops_last_over_first_mean_ratio,base_clat_last_over_first_mean,compare_clat_last_over_first_mean,clat_last_over_first_mean_ratio,base_candidate_spike_count_mean,compare_candidate_spike_count_mean,candidate_spike_count_mean_ratio
rand_read,rand_write,rand_read_120s_repeat3,rand_write_120s_repeat3,read,write,4k,16,1G,1,120.00100000000002,3,95.881210009257,115.7038205464681,1.2067413472910624,24545.589897666665,29620.17816533333,1.2067413449350046,418.0570473496666,280.6651928193333,0.6713562050888774,2482.176,722.2613333333334,0.290979097909791,9852.245333333334,1567.4026666666668,0.1590909090909091,101842.40266666666,1763523.2793333333,17.316198686959492,1.147919983889419,1.0725918848469698,0.9343786151477038,0.8586003610984969,1.0630058969150915,1.2380683087007758,3.0,5.0,1.6666666666666667
