workload,qd_from_filename,run_count,bandwidth_mib_s_mean,bandwidth_mib_s_std,bandwidth_mib_s_min,bandwidth_mib_s_max,iops_mean,iops_std,iops_min,iops_max,clat_mean_us_mean,clat_mean_us_std,clat_p95_us_mean,clat_p95_us_std,clat_p99_us_mean,clat_p99_us_std,clat_p999_us_mean,clat_p999_us_std
rand_read,1,3,20.41212272644043,0.784059873148253,19.897643089294437,21.31452369689941,5225.492483333333,200.73015457131285,5093.763541,5456.518116,168.00604396566666,6.657541375468429,243.37066666666666,8.276893459102466,286.0373333333333,16.55378691820494,411.64799999999997,26.859268195541002
rand_read,4,3,80.78584829966228,1.392047743266794,79.57599258422852,82.30728244781494,20681.077297666667,356.3641229888646,20371.354288,21070.564315,167.83955351033333,3.4526523881337017,260.096,4.692557511634784,314.7093333333333,2.364826702600701,410.28266666666667,2.364826702600701
rand_read,16,3,203.93547598520914,13.02870634020162,194.91082000732425,218.8720006942749,52207.004211,3335.321742426058,49896.770108,56030.732309,239.5097566116667,6.383963769146726,397.99466666666666,6.2567433488463715,505.856,4.096000000000004,711.3386666666667,25.026973395385486
rand_read,32,3,209.96040503184,8.141181105113972,203.04297065734863,218.93189430236816,53749.11947400001,2084.284642859169,51978.334056,56046.065131,386.45600181266667,8.306904523323247,651.264,14.188960215604254,804.1813333333333,12.51348669769277,1078.6133333333335,25.026973395385486
rand_write,1,3,46.055755933125816,1.9257022807372273,44.82663059234619,48.2750825881958,11790.251436,492.96923978278545,11475.617479,12358.388054,50.801195736000004,3.113299307875045,76.544,11.97193518191608,108.37333333333333,7.54802155093196,160.768,5.418498685060286
rand_write,4,3,124.4115645090739,5.928528196866018,117.72732543945312,129.03358936309814,31849.249469666665,1517.6974020645023,30138.095397,33032.498917,73.57694912666666,3.461175334207094,116.90666666666668,2.57701015390575,158.72,5.418498685060286,266.24,23.147836529576544
rand_write,16,3,126.6364034016927,0.7434534441428423,125.91233921051024,127.39783668518066,32418.563825666668,190.40026607739293,32233.025566,32613.479551,255.938564721,0.9408248989242839,478.5493333333334,9.459306810402808,607.5733333333333,17.05300786762656,845.1413333333334,12.513486697692713
rand_write,32,3,122.5458714167277,2.4383260145849945,119.75264835357666,124.24885272979736,31371.020966,624.1490448481505,30656.011466,31806.839772,539.1454242993333,46.675648536132265,1051.3066666666666,104.13296279917002,1280.6826666666666,120.76834481491136,1695.744,180.224
