msec,sec,bandwidth_kib_s,iops,clat_avg_us,result_set,workload,run,source_file
97066.0,97.066,179096.0,44774.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
98000.0,98.0,,,174.705,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
98067.0,98.067,193580.0,48395.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
99000.0,99.0,,,187.049,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
99067.0,99.067,180520.0,45130.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
100000.0,100.0,,,192.013,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
100068.0,100.068,174188.0,43547.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
101000.0,101.0,,,213.526,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
101069.0,101.069,159064.0,39766.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
102000.0,102.0,,,222.757,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
102069.0,102.069,150564.0,37641.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
103000.0,103.0,,,216.871,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
103070.0,103.07,154564.0,38641.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
104000.0,104.0,,,209.366,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
104070.0,104.07,163048.0,40762.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
105000.0,105.0,,,189.735,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
105071.0,105.071,178352.0,44588.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
106000.0,106.0,,,192.936,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
106071.0,106.071,174128.0,43532.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
107000.0,107.0,,,184.494,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
107072.0,107.072,182772.0,45693.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
108000.0,108.0,,,178.97,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
108072.0,108.072,186936.0,46734.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
109000.0,109.0,,,193.202,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
109073.0,109.073,173304.0,43326.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
110000.0,110.0,,,185.406,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
110073.0,110.073,182504.0,45626.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
111000.0,111.0,,,187.308,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
111074.0,111.074,179196.0,44799.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
112000.0,112.0,,,200.429,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
112075.0,112.075,166320.0,41580.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
113000.0,113.0,,,220.079,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
113075.0,113.075,154404.0,38601.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
114000.0,114.0,,,212.823,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
114076.0,114.076,156699.0,39174.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
115000.0,115.0,,,226.198,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
115077.0,115.077,149180.0,37295.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
116000.0,116.0,,,211.734,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
116077.0,116.077,162352.0,40588.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
117000.0,117.0,,,195.12,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
117078.0,117.078,172371.0,43092.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
118000.0,118.0,,,171.595,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
118079.0,118.079,195548.0,48887.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
119000.0,119.0,,,190.24,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
119080.0,119.08,176215.0,44053.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
120000.0,120.0,,,194.39,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
120000.0,120.0,,,160.997,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
120081.0,120.081,159908.0,39977.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,1,sustained_rand_write_120s_qd16_repeat3_run1.json
1000.0,1.0,,,223.075,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
1002.0,1.002,149377.0,37344.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
2000.0,2.0,,,221.387,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
2002.0,2.002,151452.0,37863.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
3000.0,3.0,,,214.345,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
3009.0,3.009,157495.0,39373.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
4000.0,4.0,,,186.507,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
4010.0,4.01,181788.0,45447.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
5000.0,5.0,,,180.021,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
5010.0,5.01,187216.0,46804.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
6000.0,6.0,,,180.353,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
6009.0,6.009,187198.0,46799.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
7000.0,7.0,,,179.809,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
7008.0,7.008,187903.0,46975.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
8000.0,8.0,,,214.464,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
8006.0,8.006,156777.0,39194.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
9000.0,9.0,,,219.665,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
9009.0,9.009,152930.0,38232.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
10000.0,10.0,,,217.806,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
10009.0,10.009,155580.0,38895.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
11000.0,11.0,,,225.194,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
11009.0,11.009,149169.0,37292.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
12000.0,12.0,,,228.036,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
12008.0,12.008,147106.0,36776.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
13000.0,13.0,,,222.571,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
13011.0,13.011,151904.0,37976.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
14000.0,14.0,,,217.866,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
14009.0,14.009,155398.0,38849.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
15000.0,15.0,,,211.502,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
15010.0,15.01,160940.0,40235.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
16000.0,16.0,,,192.022,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
16010.0,16.01,175252.0,43813.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
17000.0,17.0,,,186.862,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
17010.0,17.01,180896.0,45224.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
18000.0,18.0,,,178.88,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
18011.0,18.011,189720.0,47430.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
19000.0,19.0,,,181.077,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
19012.0,19.012,185440.0,46360.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
20000.0,20.0,,,200.99,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
20013.0,20.013,167568.0,41892.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
21000.0,21.0,,,219.608,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
21013.0,21.013,153980.0,38495.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
22000.0,22.0,,,209.736,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
22014.0,22.014,161400.0,40356.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
23000.0,23.0,,,218.178,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
23014.0,23.014,154048.0,38512.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
24000.0,24.0,,,191.175,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
24016.0,24.016,178365.0,44591.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
25000.0,25.0,,,175.075,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
25017.0,25.017,192515.0,48128.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
26000.0,26.0,,,185.821,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
26017.0,26.017,180628.0,45157.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
27000.0,27.0,,,180.821,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
27018.0,27.018,184883.0,46220.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
28000.0,28.0,,,217.236,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
28019.0,28.019,154364.0,38591.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
29000.0,29.0,,,221.061,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
29019.0,29.019,152852.0,38213.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
30000.0,30.0,,,223.438,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
30019.0,30.019,148896.0,37224.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
31000.0,31.0,,,224.268,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
31020.0,31.02,151280.0,37820.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
32000.0,32.0,,,182.317,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
32021.0,32.021,185362.0,46340.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
33000.0,33.0,,,197.934,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
33022.0,33.022,170245.0,42561.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
34000.0,34.0,,,194.199,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
34023.0,34.023,172532.0,43133.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
35000.0,35.0,,,182.614,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
35023.0,35.023,186040.0,46510.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
36000.0,36.0,,,203.971,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
36023.0,36.023,163796.0,40949.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
37000.0,37.0,,,215.704,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
37025.0,37.025,155992.0,38998.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
38000.0,38.0,,,214.759,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
38026.0,38.026,157750.0,39437.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
39000.0,39.0,,,213.813,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
39027.0,39.027,157238.0,39309.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
40000.0,40.0,,,196.789,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
40028.0,40.028,171968.0,42992.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
41000.0,41.0,,,183.217,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
41029.0,41.029,184220.0,46055.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
42000.0,42.0,,,170.291,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
42029.0,42.029,198260.0,49565.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
43000.0,43.0,,,190.631,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
43030.0,43.03,176056.0,44014.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
44000.0,44.0,,,180.605,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
44030.0,44.03,186416.0,46604.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
45000.0,45.0,,,179.384,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
45031.0,45.031,190264.0,47566.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
46000.0,46.0,,,181.048,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
46032.0,46.032,185360.0,46340.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
47000.0,47.0,,,188.317,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
47032.0,47.032,178168.0,44542.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
48000.0,48.0,,,185.97,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
48033.0,48.033,182276.0,45569.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
49000.0,49.0,,,177.782,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
49033.0,49.033,188320.0,47080.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
50000.0,50.0,,,186.34,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
50034.0,50.034,181242.0,45310.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
51000.0,51.0,,,192.506,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
51035.0,51.035,174932.0,43733.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
52000.0,52.0,,,204.884,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
52035.0,52.035,162400.0,40600.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
53000.0,53.0,,,220.616,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
53035.0,53.035,153104.0,38276.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
54000.0,54.0,,,226.511,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
54036.0,54.036,147516.0,36879.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
55000.0,55.0,,,223.221,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
55037.0,55.037,151144.0,37786.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
56000.0,56.0,,,208.593,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
56038.0,56.038,162300.0,40575.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
57000.0,57.0,,,185.146,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
57039.0,57.039,183144.0,45786.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
58000.0,58.0,,,182.959,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
58040.0,58.04,185286.0,46321.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
59000.0,59.0,,,188.852,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
59041.0,59.041,176264.0,44066.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
60000.0,60.0,,,213.003,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
60041.0,60.041,156636.0,39159.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
61000.0,61.0,,,219.382,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
61042.0,61.042,153640.0,38410.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
62000.0,62.0,,,215.5,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
62042.0,62.042,156276.0,39069.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
63000.0,63.0,,,224.006,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
63042.0,63.042,150260.0,37565.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
64000.0,64.0,,,199.738,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
64044.0,64.044,170693.0,42673.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
65000.0,65.0,,,176.198,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
65044.0,65.044,190332.0,47583.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
66000.0,66.0,,,193.93,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
66045.0,66.045,174120.0,43530.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
67000.0,67.0,,,187.021,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
67045.0,67.045,179152.0,44788.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
68000.0,68.0,,,209.885,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
68046.0,68.046,160607.0,40151.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
69000.0,69.0,,,228.032,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
69047.0,69.047,146256.0,36564.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
70000.0,70.0,,,218.122,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
70048.0,70.048,154400.0,38600.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
71000.0,71.0,,,237.259,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
71049.0,71.049,140840.0,35210.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
72000.0,72.0,,,210.939,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
72050.0,72.05,159648.0,39912.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
73000.0,73.0,,,191.193,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
73051.0,73.051,175140.0,43785.0,,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
74000.0,74.0,,,188.633,sustained_rand_write_120s_qd16_repeat3,rand_write,2,sustained_rand_write_120s_qd16_repeat3_run2.json
