workload,direct_mode,mode_label,run_count,bandwidth_mib_s_mean,bandwidth_mib_s_std,bandwidth_mib_s_min,bandwidth_mib_s_max,bandwidth_mib_s_cv,iops_mean,iops_std,iops_min,iops_max,iops_cv,clat_mean_us_mean,clat_mean_us_std,clat_mean_us_min,clat_mean_us_max,clat_mean_us_cv,clat_p95_us_mean,clat_p95_us_std,clat_p95_us_min,clat_p95_us_max,clat_p95_us_cv,clat_p99_us_mean,clat_p99_us_std,clat_p99_us_min,clat_p99_us_max,clat_p99_us_cv,clat_p999_us_mean,clat_p999_us_std,clat_p999_us_min,clat_p999_us_max,clat_p999_us_cv
rand_read,0,direct=0,3,351.88757578531903,59.86136750996853,283.22063732147217,393.0783033370972,0.17011503567971661,90083.21944833333,15324.510100160092,72504.483184,100628.045732,0.17011503578587542,103.25905428633332,38.686643278531605,79.41495511,147.895788177,0.3746561843502368,258.048,157.90531562933526,162.816,440.32,0.6119222610883838,343.3813333333333,202.94929121663205,218.112,577.536,0.5910318107467463,494.25066666666663,228.536368023414,350.208,757.76,0.4623895999265164
rand_read,1,direct=1,3,213.91561222076416,0.7695969512849229,213.40616703033447,214.8009128570557,0.0035976661230816905,54762.396809,197.01675166842733,54631.978934,54989.033699,0.0035976648786133544,199.914572408,0.46851440402742633,199.557767857,200.445144573,0.002343573049148456,306.5173333333333,2.3648267026007095,305.152,309.248,0.007715148363335765,392.5333333333333,2.3648267026007095,391.168,395.264,0.0060245245480656665,563.8826666666668,12.513486697692697,552.96,577.536,0.022191649854507608
rand_write,0,direct=0,3,178.26219940185547,3.0141153774963856,176.24711894989014,181.7272748947144,0.016908325980550046,45635.123273666664,771.6135306566199,45119.262691,46522.182594,0.016908325765427976,173.68187689133333,2.9986652384106156,171.604570009,177.119611469,0.01726527425936775,350.208,14.768338024300482,337.92,366.592,0.04217019035630391,467.6266666666666,23.29084191980472,448.512,493.568,0.04980648791016635,656.7253333333333,20.61608123124601,634.88,675.84,0.031392242974098775
rand_write,1,direct=1,3,125.71894264221191,6.178734369663221,119.15318965911864,131.41944694519043,0.04914720279860693,32184.049420333333,1581.7560699230048,30503.216559,33643.378554,0.049147204854951484,265.3620183676667,23.310842803596884,247.293541429,291.674653697,0.08784543826953804,509.26933333333324,67.00226400154945,460.8,585.728,0.13156547943501304,667.648,99.65998129640606,602.112,782.336,0.14927024614228765,955.7333333333332,160.33804076803906,839.68,1138.688,0.16776441207593376
