file,source_dir,workload,run,qd_from_filename,direct_from_filename,path_mode_from_filename,job_name,rw,active_direction,bs,iodepth,numjobs,size,direct,runtime_sec,bandwidth_mib_s,iops,clat_mean_us,clat_p95_us,clat_p99_us,clat_p999_us,fio_version,timestamp,timestamp_ms
rand_read_qd16_run1.json,results\external_ssd\qd_sweep_smoke,rand_read,1,16,,,rand_read,randread,read,4k,16,1,512M,1,30.001,205.11581897735596,52509.649678,280.845501828,497.664,667.648,921.6,fio-3.42,1784198806,1784198806639
rand_read_qd1_run1.json,results\external_ssd\qd_sweep_smoke,rand_read,1,1,,,rand_read,randread,read,4k,1,1,512M,1,30.001,17.24369525909424,4414.386187,209.27309992800002,268.288,337.92,708.608,fio-3.42,1784198745,1784198745124
rand_read_qd32_run1.json,results\external_ssd\qd_sweep_smoke,rand_read,1,32,,,rand_read,randread,read,4k,32,1,512M,1,30.001,255.86308574676514,65500.949968,403.1392971,749.568,1019.904,1400.832,fio-3.42,1784198837,1784198837414
rand_read_qd4_run1.json,results\external_ssd\qd_sweep_smoke,rand_read,1,4,,,rand_read,randread,read,4k,4,1,512M,1,30.001,69.22829055786133,17722.442585,209.808518015,305.152,374.784,514.048,fio-3.42,1784198775,1784198775872
rand_write_qd16_run1.json,results\external_ssd\qd_sweep_smoke,rand_write,1,16,,,rand_write,randwrite,write,4k,16,1,512M,1,30.001,195.30026054382324,49996.866771,176.94533284399998,329.728,692.224,1138.688,fio-3.42,1784198929,1784198929698
rand_write_qd1_run1.json,results\external_ssd\qd_sweep_smoke,rand_write,1,1,,,rand_write,randwrite,write,4k,1,1,512M,1,30.001,63.40726089477539,16232.258925,41.783515881,50.432,92.672,156.672,fio-3.42,1784198868,1784198868188
rand_write_qd32_run1.json,results\external_ssd\qd_sweep_smoke,rand_write,1,32,,,rand_write,randwrite,write,4k,32,1,512M,1,30.001,186.79273128509521,47818.939369,355.702473656,692.224,1011.712,1581.056,fio-3.42,1784198960,1784198960480
rand_write_qd4_run1.json,results\external_ssd\qd_sweep_smoke,rand_write,1,4,,,rand_write,randwrite,write,4k,4,1,512M,1,30.001,177.18836402893066,45360.221326,53.832462763,81.408,110.08,203.776,fio-3.42,1784198898,1784198898913
