msec,sec,bandwidth_mib_s,iops,clat_avg_us,workload,run,result_set,source_file
57003.0,57.003,,,422.395,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
58000.0,58.0,,,550.812,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
58001.0,58.001,72.484375,18556.0,,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
59000.0,59.0,62.83984375,16087.0,626.73,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
60000.0,60.0,68.890625,17636.0,539.599,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
61001.0,61.001,61.54296875,15755.0,,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
61005.0,61.005,,,596.736,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
62000.0,62.0,48.2197265625,12344.0,818.037,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
63000.0,63.0,,,442.183,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
63001.0,63.001,86.4375,22128.0,,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
64000.0,64.0,81.0615234375,20751.0,475.292,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
65000.0,65.0,,,440.418,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
65001.0,65.001,86.5341796875,22152.0,,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
66000.0,66.0,93.77734375,24007.0,416.135,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
67000.0,67.0,,,431.036,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
67001.0,67.001,89.515625,22916.0,,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
68000.0,68.0,,,477.705,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
68001.0,68.001,81.03125,20744.0,,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
69000.0,69.0,,,416.964,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
69001.0,69.001,95.6171875,24478.0,,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
70000.0,70.0,90.3046875,23118.0,432.752,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
71000.0,71.0,97.9140625,25066.0,400.568,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
72000.0,72.0,,,408.779,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
72001.0,72.001,95.1796875,24366.0,,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
73000.0,73.0,93.5927734375,23959.0,420.093,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
74000.0,74.0,105.26953125,26949.0,372.808,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
75000.0,75.0,,,351.907,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
75001.0,75.001,115.66796875,29611.0,,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
76000.0,76.0,,,436.127,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
76001.0,76.001,89.5537109375,22925.0,,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
77000.0,77.0,,,453.733,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
77001.0,77.001,84.10546875,21531.0,,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
78000.0,78.0,,,481.854,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
78001.0,78.001,79.8671875,20446.0,,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
79000.0,79.0,,,497.008,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
79001.0,79.001,77.5341796875,19848.0,,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
80000.0,80.0,93.6240234375,23967.0,420.16,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
81001.0,81.001,61.3251953125,15699.0,,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
81039.0,81.039,,,638.381,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
82000.0,82.0,,,604.743,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
82001.0,82.001,70.8671875,18142.0,,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
83000.0,83.0,87.5361328125,22409.0,436.535,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
84000.0,84.0,,,380.345,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
84001.0,84.001,105.48828125,27005.0,,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
85000.0,85.0,99.2236328125,25401.0,397.558,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
86000.0,86.0,91.33203125,23381.0,,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
86002.0,86.002,,,427.431,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
87001.0,87.001,98.9921875,25342.0,,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
87002.0,87.002,,,400.255,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
88000.0,88.0,95.0517578125,24333.0,,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
88005.0,88.005,,,419.133,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
89000.0,89.0,106.5986328125,27289.0,,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
89002.0,89.002,,,375.035,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
90000.0,90.0,,,377.112,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
90001.0,90.001,106.015625,27140.0,,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
91000.0,91.0,,,423.643,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
91001.0,91.001,91.63671875,23459.0,,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
92001.0,92.001,103.634765625,26530.0,380.656,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
93000.0,93.0,99.3681640625,25438.0,397.371,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
94000.0,94.0,138.767578125,35524.0,302.905,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
95000.0,95.0,159.75390625,40897.0,274.164,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
96000.0,96.0,137.5703125,35218.0,306.837,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
97000.0,97.0,,,356.7,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
97001.0,97.001,111.81640625,28625.0,,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
98000.0,98.0,,,357.498,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
98001.0,98.001,116.1015625,29722.0,,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
99000.0,99.0,106.0625,27152.0,377.233,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
100000.0,100.0,,,420.409,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
100001.0,100.001,94.75,24256.0,,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
101000.0,101.0,,,409.9,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
101001.0,101.001,96.9169921875,24810.0,,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
102000.0,102.0,98.00390625,25089.0,398.636,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
103000.0,103.0,111.046875,28428.0,362.944,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
104000.0,104.0,107.869140625,27614.0,386.196,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
105000.0,105.0,83.05078125,21261.0,,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
105001.0,105.001,,,487.251,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
106000.0,106.0,63.5703125,16274.0,618.745,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
107000.0,107.0,63.6494140625,16294.0,638.02,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
108000.0,108.0,66.57421875,17043.0,592.712,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
109000.0,109.0,82.13671875,21027.0,472.141,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
110000.0,110.0,107.884765625,27618.0,369.355,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
111000.0,111.0,,,355.075,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
111001.0,111.001,115.8046875,29646.0,,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
112000.0,112.0,99.630859375,25505.0,402.604,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
113000.0,113.0,,,421.535,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
113001.0,113.001,92.6220703125,23711.0,,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
114000.0,114.0,81.3505859375,20825.0,,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
114008.0,114.008,,,471.163,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
115000.0,115.0,70.390625,18020.0,571.405,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
116000.0,116.0,,,389.858,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
116001.0,116.001,102.08984375,26135.0,,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
117000.0,117.0,121.609375,31132.0,,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
117001.0,117.001,,,337.485,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
118000.0,118.0,115.5390625,29578.0,354.568,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
119000.0,119.0,96.9404296875,24816.0,416.033,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
120000.0,120.0,108.65625,27816.0,376.138,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
120000.0,120.0,108.65625,27816.0,474.74,rand_read,2,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run2.json
1000.0,1.0,127.1640625,32565.0,322.176,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
2000.0,2.0,113.671875,29100.0,353.932,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
3000.0,3.0,,,437.481,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
3001.0,3.001,93.12890625,23841.0,,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
4000.0,4.0,77.8388671875,19926.0,489.463,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
5000.0,5.0,,,682.453,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
5001.0,5.001,55.37890625,14177.0,,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
6000.0,6.0,46.4443359375,11889.0,,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
6001.0,6.001,,,829.854,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
7000.0,7.0,36.47265625,9337.0,,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
7002.0,7.002,,,1044.41,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
8000.0,8.0,61.4140625,15722.0,,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
8001.0,8.001,,,650.201,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
9000.0,9.0,,,548.298,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
9001.0,9.001,67.0390625,17162.0,,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
10000.0,10.0,,,491.538,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
10001.0,10.001,76.61328125,19613.0,,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
11000.0,11.0,61.501953125,15744.0,601.142,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
12000.0,12.0,76.8203125,19666.0,506.698,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
13000.0,13.0,66.859375,17116.0,549.329,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
14000.0,14.0,91.05859375,23311.0,426.878,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
15000.0,15.0,68.1689453125,17451.0,567.747,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
16000.0,16.0,121.58203125,31125.0,331.694,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
17000.0,17.0,79.7705078125,20421.0,477.289,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
18000.0,18.0,84.822265625,21714.0,449.705,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
19000.0,19.0,101.77734375,26055.0,389.261,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
20001.0,20.001,80.43359375,20591.0,476.158,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
21000.0,21.0,,,455.998,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
21001.0,21.001,85.953125,22004.0,,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
22000.0,22.0,,,489.27,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
22001.0,22.001,82.9765625,21242.0,,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
23000.0,23.0,79.3837890625,20322.0,,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
23001.0,23.001,,,479.721,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
24000.0,24.0,,,422.427,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
24001.0,24.001,92.32421875,23635.0,,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
25000.0,25.0,95.802734375,24525.0,415.885,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
26000.0,26.0,71.421875,18284.0,,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
26003.0,26.003,,,578.09,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
27000.0,27.0,43.37890625,11105.0,,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
27017.0,27.017,,,848.828,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
28000.0,28.0,52.3173828125,13393.0,753.627,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
29000.0,29.0,49.53125,12680.0,,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
29001.0,29.001,,,818.796,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
30000.0,30.0,45.17578125,11565.0,834.828,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
31000.0,31.0,49.26953125,12613.0,,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
31001.0,31.001,,,796.816,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
32000.0,32.0,,,807.885,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
32001.0,32.001,48.4765625,12410.0,,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
33000.0,33.0,,,446.559,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
33001.0,33.001,86.27734375,22087.0,,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
34000.0,34.0,124.5537109375,31885.0,327.049,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
35000.0,35.0,98.74609375,25279.0,397.524,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
36000.0,36.0,94.65625,24232.0,417.223,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
37000.0,37.0,134.943359375,34545.0,307.103,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
38000.0,38.0,149.6611328125,38313.0,285.884,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
39000.0,39.0,144.19921875,36915.0,292.768,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
40000.0,40.0,121.97265625,31225.0,333.095,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
41000.0,41.0,,,292.998,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
41001.0,41.001,143.95703125,36853.0,,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
42000.0,42.0,123.580078125,31638.0,329.278,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
43000.0,43.0,123.99609375,31742.0,327.47,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
44000.0,44.0,144.671875,37036.0,293.122,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
45000.0,45.0,132.96875,34040.0,311.362,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
46000.0,46.0,,,313.345,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
46001.0,46.001,131.04296875,33547.0,,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
47000.0,47.0,144.1435546875,36900.0,291.359,rand_read,3,rand_read_120s_repeat3,results\sustained_smoke\rand_read_120s_repeat3\rand_read_120s_repeat3_sustained_run3.json
