1003, 483924, 1, 0, 0
2004, 498688, 1, 0, 0
3027, 523021, 1, 0, 0
4045, 505964, 1, 0, 0
5056, 521622, 1, 0, 0
6056, 523264, 1, 0, 0
7057, 522741, 1, 0, 0
8058, 516096, 1, 0, 0
9059, 497166, 1, 0, 0
10060, 495616, 1, 0, 0
11060, 490496, 1, 0, 0
12060, 499712, 1, 0, 0
13061, 492544, 1, 0, 0
14062, 501760, 1, 0, 0
15063, 500736, 1, 0, 0
16063, 504832, 1, 0, 0
17064, 497664, 1, 0, 0
18065, 506880, 1, 0, 0
19066, 490496, 1, 0, 0
20066, 505856, 1, 0, 0
21067, 499712, 1, 0, 0
22067, 502784, 1, 0, 0
23067, 499712, 1, 0, 0
24069, 486937, 1, 0, 0
25069, 499712, 1, 0, 0
26070, 498189, 1, 0, 0
27071, 494592, 1, 0, 0
28071, 502784, 1, 0, 0
29073, 498189, 1, 0, 0
30073, 497664, 1, 0, 0
