workload,bandwidth_mib_s_mean,bandwidth_mib_s_std,bandwidth_mib_s_cv,iops_mean,iops_std,iops_cv,clat_mean_us_mean,clat_mean_us_std,clat_mean_us_cv,clat_p99_us_mean,clat_p99_us_std,clat_p99_us_cv
seq_read,524.434183438619,1.4258690559634475,0.0027188713111992147,523.7577703333333,0.8689014219629901,0.0016589757158352006,60906.399910283006,29.353629157888868,0.00048194654750777693,92449.45066666667,17587.75913187866,0.19024189981715117
seq_write,480.3485787709554,0.8062590381585388,0.0016784874022558259,479.317503,0.8062416790014052,0.0016820618357460757,66418.26527383334,104.44771521163159,0.0015725751761357825,118314.32533333333,9686.330173852497,0.08186946210074458
rand_read,214.42379824320474,2.0335481687198844,0.009483780183827282,54891.748052999996,520.8135996419785,0.009488012645163238,345.53329685499995,2.097509077341842,0.006070352977363115,722.2613333333334,20.61608123124595,0.028543797486845872
rand_write,126.4122355779012,0.3340974892438816,0.0026429205030393988,32360.710198666668,85.61236631687214,0.002645565124846968,503.0080529736667,1.208584772087458,0.0024027145588278076,1182.3786666666665,9.459306810402838,0.008000234676992514
