ratio,sample_count,total_bandwidth_mib_s_mean,total_bandwidth_mib_s_min,total_bandwidth_mib_s_max,total_bandwidth_mib_s_stdev,total_bandwidth_mib_s_cv,read_bandwidth_mib_s_mean,write_bandwidth_mib_s_mean,read_clat_p99_ms_mean,read_clat_p99_ms_min,read_clat_p99_ms_max,read_clat_p999_ms_mean,read_clat_p999_ms_min,read_clat_p999_ms_max,write_clat_p99_ms_mean,write_clat_p999_ms_mean
50:50,3,102.47422726949056,61.28168964385986,127.7636775970459,35.981173129284535,0.35112412250408975,51.25651454925537,51.21771272023519,2.2705493333333333,0.905216,4.554752,5.881856,2.342912,9.371648,2.030250666666667,5.387605333333333
70:30,3,129.52182737986246,70.26065444946289,162.09727573394775,51.406100555864505,0.3968914089290939,90.65230973561604,38.86951764424642,1.8213546666666667,0.643072,4.145152,3.6427093333333334,1.056768,8.454144,1.5714986666666666,3.3041066666666663
90:10,3,109.21464729309082,54.64856719970703,179.16671180725098,63.66897573837344,0.5829710328827047,98.28739261627197,10.927254676818848,3.013290666666667,0.602112,5.341184,5.687978666666667,1.10592,9.633792,2.5770666666666666,5.233322666666666
