study_id,session1_experiment_id,session2_experiment_id,complete_session_count,requirement_verdict,session1_total_bandwidth_mib_s_mean,session2_total_bandwidth_mib_s_mean,session1_read_p99_ms_mean,session2_read_p99_ms_mean,session1_read_p999_ms_mean,session2_read_p999_ms_mean,session1_bandwidth_rank,session2_bandwidth_rank,bandwidth_rank_reproduced,session1_read_p99_rank_best_to_worst,session2_read_p99_rank_best_to_worst,read_p99_rank_reproduced,session1_cycle_bandwidth_rank,session2_cycle_bandwidth_rank,cycle_rank_reproduced,session1_position_bandwidth_rank,session2_position_bandwidth_rank,position_rank_reproduced,session1_phase5_ratio,session2_phase5_ratio,session1_phase5_last_over_first_bandwidth,session2_phase5_last_over_first_bandwidth,session1_phase5_direction,session2_phase5_direction,phase5_direction_reproduced,session1_transition_sec_median,session2_transition_sec_median,session1_ramp_30_60_sec_phase_count,session2_ramp_30_60_sec_phase_count,ramp_pattern_reproduced,performance_verdict,interpretation_boundary
mixed_ratio_sweep_cross_session,mixed_ratio_sweep_32g_20260724,mixed_ratio_sweep_repro2_32g_20260724,2,Pass,113.73690064748128,181.23146947224936,2.3683982222222224,0.63488,5.070848,1.0886257777777777,70:30>90:10>50:50,90:10>70:30>50:50,False,70:30>50:50>90:10,90:10>70:30>50:50,False,3>2>1,1>3>2,False,1>2>3,3>2>1,False,50:50,90:10,0.5237522764227232,1.3842817887683296,drop,rise,False,1.003,44.046,0,8,False,not_reproduced_across_independent_counterbalanced_sessions,"USB, Windows, exFAT file-target evidence; cross-session disagreement does not identify a device-internal root cause"
