phase_order,cycle,position,ratio,requested_read_pct,requested_write_pct,observed_read_pct,observed_write_pct,fio_version,job_error,source_json,read_bandwidth_mib_s,read_iops,read_clat_mean_ms,read_clat_p99_ms,read_clat_p999_ms,read_clat_max_ms,write_bandwidth_mib_s,write_iops,write_clat_mean_ms,write_clat_p99_ms,write_clat_p999_ms,write_clat_max_ms,total_bandwidth_mib_s,total_iops
1,1,1,90:10,90.0,10.0,89.99136642461973,10.008633575380271,fio-3.42,0,results/external_ssd/sustained_mixed_ratio_sweep_32g_20260724/sustained_mixed_ratio_sweep_32g_20260724_phase1_c1p1_r90w10.json,84.43769645690918,21616.050398,0.434459680401,3.096576,6.324224,77.716026,9.390966415405273,2404.087596,0.285234561819,2.53952,5.865472,48.054895,93.82866287231445,24020.137994
2,1,2,70:30,70.0,30.0,69.98562837187336,30.014371628126636,fio-3.42,0,results/external_ssd/sustained_mixed_ratio_sweep_32g_20260724/sustained_mixed_ratio_sweep_32g_20260724_phase2_c1p2_r70w30.json,49.17236042022705,12588.12451,0.541316586835,4.145152,8.454144,124.553603,21.08829402923584,5398.603341,0.42178869646399997,3.784704,8.224768,124.446892,70.26065444946289,17986.727851
3,1,3,50:50,50.0,50.0,50.0305254196714,49.9694745803286,fio-3.42,0,results/external_ssd/sustained_mixed_ratio_sweep_32g_20260724/sustained_mixed_ratio_sweep_32g_20260724_phase3_c1p3_r50w50.json,30.6595516204834,7848.845284,0.635260434498,4.554752,9.371648,57.088019,30.622138023376465,7839.26756,0.49461564499399996,4.17792,8.978432,56.73532,61.28168964385986,15688.112844
4,2,1,70:30,70.0,30.0,69.99294534490012,30.007054655099886,fio-3.42,0,results/external_ssd/sustained_mixed_ratio_sweep_32g_20260724/sustained_mixed_ratio_sweep_32g_20260724_phase4_c2p1_r70w30.json,109.33426666259766,27989.57228,0.30945469574,0.643072,1.056768,17.529904,46.8732852935791,11999.561114,0.17075504535199998,0.48128,0.79872,17.359836,156.20755195617676,39989.133394000004
5,2,2,50:50,50.0,50.0,50.02208123879325,49.97791876120676,fio-3.42,0,results/external_ssd/sustained_mixed_ratio_sweep_32g_20260724/sustained_mixed_ratio_sweep_32g_20260724_phase5_c2p2_r50w50.json,59.21479606628418,15158.988006,0.376602905711,1.35168,5.931008,61.45668,59.16251850128174,15145.604747,0.248543092249,1.155072,5.537792,61.328083,118.37731456756592,30304.592752999997
6,2,3,90:10,90.0,10.0,89.98598216200332,10.01401783799668,fio-3.42,0,results/external_ssd/sustained_mixed_ratio_sweep_32g_20260724/sustained_mixed_ratio_sweep_32g_20260724_phase6_c2p3_r90w10.json,49.17605018615723,12589.06895,0.671719396903,5.341184,9.633792,40.16462,5.472517013549805,1400.964439,0.516052418872,4.816896,9.109504,38.383616,54.64856719970703,13990.033389
7,3,1,50:50,50.0,50.0,50.010454560201026,49.989545439798974,fio-3.42,0,results/external_ssd/sustained_mixed_ratio_sweep_32g_20260724/sustained_mixed_ratio_sweep_32g_20260724_phase7_c3p1_r50w50.json,63.895195960998535,16357.170238,0.356293404272,0.905216,2.342912,49.154236,63.86848163604736,16350.331387,0.231468323753,0.75776,1.646592,48.976222,127.7636775970459,32707.501625
8,3,2,90:10,90.0,10.0,89.99910126491513,10.000898735084874,fio-3.42,0,results/external_ssd/sustained_mixed_ratio_sweep_32g_20260724/sustained_mixed_ratio_sweep_32g_20260724_phase8_c3p2_r90w10.json,161.2484312057495,41279.598447,0.27042813008899996,0.602112,1.10592,34.190653,17.918280601501465,4587.080072,0.126536103298,0.374784,0.724992,33.918339,179.16671180725098,45866.678518999994
9,3,3,70:30,70.0,30.0,69.98902467693885,30.01097532306114,fio-3.42,0,results/external_ssd/sustained_mixed_ratio_sweep_32g_20260724/sustained_mixed_ratio_sweep_32g_20260724_phase9_c3p3_r70w30.json,113.45030212402344,29043.277537,0.305843378431,0.67584,1.417216,32.17142,48.646973609924316,12453.625258,0.155850351583,0.448512,0.888832,32.065519,162.09727573394775,41496.902795
