"sampled_at","elapsed_ms","drive_instance","disk_bytes_per_sec","disk_read_bytes_per_sec","disk_write_bytes_per_sec","disk_reads_per_sec","disk_writes_per_sec","avg_disk_sec_per_read","avg_disk_sec_per_write","current_disk_queue_length","percent_disk_time"
"2026-07-27T12:27:03.4519611+09:00","465.756","E:","0","0","0","0","0","0","0","0","0"
"2026-07-27T12:27:04.9864618+09:00","2040.016","E:","0","0","0","0","0","0","0","0","0"
"2026-07-27T12:27:06.5029621+09:00","3451.978","E:","0","0","0","0","0","0","0","0","0"
"2026-07-27T12:27:07.9039653+09:00","4881.583","E:","0","0","0","0","0","0","0","0","0"
"2026-07-27T12:27:09.3564605+09:00","6235.283","E:","0","0","0","0","0","0","0","0","0"
"2026-07-27T12:27:10.6934680+09:00","7675.294","E:","0","0","0","0","0","0","0","0","0"
"2026-07-27T12:27:12.1329648+09:00","9092.667","E:","0","0","0","0","0","0","0","0","0"
