"sampled_at","elapsed_ms","drive_instance","disk_bytes_per_sec","disk_read_bytes_per_sec","disk_write_bytes_per_sec","disk_reads_per_sec","disk_writes_per_sec","avg_disk_sec_per_read","avg_disk_sec_per_write","current_disk_queue_length","percent_disk_time"
"2026-07-27T12:33:42.4056536+09:00","401.86","E:","0","0","0","0","0","0","0","0","0"
"2026-07-27T12:33:43.8314423+09:00","1716.311","E:","0","0","0","0","0","0","0","0","0"
"2026-07-27T12:33:45.1233310+09:00","3015.296","E:","0","0","0","0","0","0","0","0","0"
"2026-07-27T12:33:46.4176920+09:00","4304.634","E:","0","0","0","0","0","0","0","0","0"
"2026-07-27T12:33:47.7120613+09:00","5599.108","E:","0","0","0","0","0","0","0","0","0"
"2026-07-27T12:33:49.0041078+09:00","6875.304","E:","0","0","0","0","0","0","0","0","0"
"2026-07-27T12:33:50.2823401+09:00","8157.391","E:","0","0","0","0","0","0","0","0","0"
