workload,dimension,level,phase_count,block_sizes,bandwidth_mib_s_mean,iops_mean,clat_p99_ms_mean,clat_p999_ms_mean
randwrite,cycle,1,3,"4k,64k,1m",378.38260237375897,15476.409670666666,25.055232,35.157333333333334
randwrite,cycle,2,3,"4k,64k,1m",376.44748306274414,14982.498590000001,25.124864000000002,35.493205333333336
randwrite,cycle,3,3,"4k,64k,1m",376.0987901687622,14900.528534333333,25.16855466666667,35.46043733333333
randwrite,position,1,3,"4k,64k,1m",378.4960883458455,15471.742543999999,25.055232,34.545664
randwrite,position,2,3,"4k,64k,1m",376.45652198791504,14908.322774666667,25.146709333333334,35.52597333333333
randwrite,position,3,3,"4k,64k,1m",375.9762652715047,14979.371476333334,25.146709333333334,36.039338666666666
