phase_order,phase_name,operation,fio_version,job_error,io_bytes,bandwidth_mib_s,iops,clat_mean_ms,clat_p99_ms,clat_p999_ms,clat_max_ms,verify_method,verify_only,do_verify,verify_errors,verify_errors_reported,source_json
1,write_crc32c,write,fio-3.42,0,4294967296,465.45454502105713,465.454545,7.979021109619,10.289152,11.075584,239.890584,crc32c,False,False,0,False,results/external_ssd/sustained_data_integrity_4g_20260727_retry1/sustained_data_integrity_4g_20260727_retry1_phase1_write.json
2,verify_crc32c,read_verify,fio-3.42,0,4294967296,520.6559038162231,520.655904,7.342827215332,7.831552,15.40096,17.385833,crc32c,True,True,0,False,results/external_ssd/sustained_data_integrity_4g_20260727_retry1/sustained_data_integrity_4g_20260727_retry1_phase2_verify.json
