1000, 523873, 0, 0, 0
1000, 301540, 1, 0, 0
2000, 543246, 0, 0, 0
2000, 322533, 1, 0, 0
3001, 320731, 1, 0, 0
3001, 539810, 0, 0, 0
4000, 257210, 1, 0, 0
4000, 470464, 0, 0, 0
5000, 391109, 0, 0, 0
5000, 197727, 1, 0, 0
6000, 197838, 1, 0, 0
6000, 385483, 0, 0, 0
7000, 386495, 0, 0, 0
7000, 198145, 1, 0, 0
8000, 177627, 1, 0, 0
8000, 368331, 0, 0, 0
9000, 376769, 0, 0, 0
9000, 183745, 1, 0, 0
10000, 402977, 0, 0, 0
10000, 199608, 1, 0, 0
11000, 190435, 1, 0, 0
11000, 378661, 0, 0, 0
12000, 186029, 1, 0, 0
12000, 379714, 0, 0, 0
13000, 384991, 0, 0, 0
13000, 194789, 1, 0, 0
14000, 384461, 0, 0, 0
14000, 190946, 1, 0, 0
15000, 199170, 1, 0, 0
15000, 391157, 0, 0, 0
16000, 382154, 0, 0, 0
16000, 190670, 1, 0, 0
17000, 381777, 0, 0, 0
17000, 190090, 1, 0, 0
18000, 389343, 0, 0, 0
18000, 196364, 1, 0, 0
19000, 379922, 0, 0, 0
19000, 184073, 1, 0, 0
20000, 387363, 0, 0, 0
20000, 196890, 1, 0, 0
21000, 377684, 0, 0, 0
21000, 186622, 1, 0, 0
22000, 387085, 0, 0, 0
22000, 191806, 1, 0, 0
23000, 374502, 0, 0, 0
23000, 179591, 1, 0, 0
24000, 379032, 0, 0, 0
24000, 182747, 1, 0, 0
25000, 200970, 1, 0, 0
25000, 389209, 0, 0, 0
26000, 380243, 0, 0, 0
26000, 188625, 1, 0, 0
27000, 203168, 1, 0, 0
27000, 390918, 0, 0, 0
28000, 380659, 0, 0, 0
28000, 187247, 1, 0, 0
29000, 393255, 0, 0, 0
29000, 197259, 1, 0, 0
30000, 189269, 1, 0, 0
30000, 379297, 0, 0, 0
31000, 388053, 0, 0, 0
31000, 198084, 1, 0, 0
32000, 381967, 0, 0, 0
32000, 191548, 1, 0, 0
33000, 388839, 0, 0, 0
33000, 196593, 1, 0, 0
34000, 394524, 0, 0, 0
34000, 200086, 1, 0, 0
35000, 189025, 1, 0, 0
