1001, 124187, 0, 0, 0
1001, 52995, 1, 0, 0
2001, 133473, 0, 0, 0
2001, 56668, 1, 0, 0
3007, 116898, 0, 0, 0
3007, 50485, 1, 0, 0
4008, 134729, 0, 0, 0
4008, 57678, 1, 0, 0
5007, 128873, 0, 0, 0
5007, 55378, 1, 0, 0
6009, 79992, 0, 0, 0
6009, 35037, 1, 0, 0
7017, 57789, 0, 0, 0
7017, 24869, 1, 0, 0
8024, 63391, 0, 0, 0
8024, 27888, 1, 0, 0
9025, 61538, 0, 0, 0
9025, 26129, 1, 0, 0
10026, 72060, 0, 0, 0
10026, 30348, 1, 0, 0
11027, 72388, 0, 0, 0
11027, 31360, 1, 0, 0
12027, 97684, 0, 0, 0
12027, 42508, 1, 0, 0
13027, 115632, 0, 0, 0
13027, 49176, 1, 0, 0
14028, 76876, 0, 0, 0
14028, 33128, 1, 0, 0
15029, 89398, 0, 0, 0
15029, 38885, 1, 0, 0
16030, 80371, 0, 0, 0
16030, 34793, 1, 0, 0
17031, 95452, 0, 0, 0
17031, 40547, 1, 0, 0
18032, 101426, 0, 0, 0
18032, 43056, 1, 0, 0
19032, 96112, 0, 0, 0
19032, 40892, 1, 0, 0
20033, 95304, 0, 0, 0
20033, 40664, 1, 0, 0
21034, 99524, 0, 0, 0
21034, 42441, 1, 0, 0
22034, 110972, 0, 0, 0
22034, 48040, 1, 0, 0
23035, 125218, 0, 0, 0
23035, 54689, 1, 0, 0
24036, 117022, 0, 0, 0
24036, 50581, 1, 0, 0
25037, 104027, 0, 0, 0
25037, 44263, 1, 0, 0
26037, 109628, 0, 0, 0
26037, 45844, 1, 0, 0
27038, 107956, 0, 0, 0
27038, 46056, 1, 0, 0
28038, 106912, 0, 0, 0
28038, 45716, 1, 0, 0
29038, 119880, 0, 0, 0
29038, 50832, 1, 0, 0
30039, 122057, 0, 0, 0
30039, 52423, 1, 0, 0
31040, 126092, 0, 0, 0
31040, 53980, 1, 0, 0
32041, 115836, 0, 0, 0
32041, 49954, 1, 0, 0
33041, 76976, 0, 0, 0
33041, 32620, 1, 0, 0
34041, 61948, 0, 0, 0
34041, 26400, 1, 0, 0
35047, 68345, 0, 0, 0
35047, 29093, 1, 0, 0
36048, 78724, 0, 0, 0
36048, 34868, 1, 0, 0
37049, 77536, 0, 0, 0
37049, 33224, 1, 0, 0
38049, 57756, 0, 0, 0
38049, 25036, 1, 0, 0
39049, 80876, 0, 0, 0
39049, 34252, 1, 0, 0
40049, 98380, 0, 0, 0
40049, 42424, 1, 0, 0
41050, 112103, 0, 0, 0
41050, 47444, 1, 0, 0
42050, 103540, 0, 0, 0
42050, 44024, 1, 0, 0
43051, 118896, 0, 0, 0
43051, 50396, 1, 0, 0
44052, 122309, 0, 0, 0
44052, 52923, 1, 0, 0
45052, 107976, 0, 0, 0
45052, 46736, 1, 0, 0
46053, 96808, 0, 0, 0
46053, 41320, 1, 0, 0
47053, 96112, 0, 0, 0
47053, 41260, 1, 0, 0
49132, 48741, 0, 0, 0
49132, 21008, 1, 0, 0
50136, 57643, 0, 0, 0
50136, 24586, 1, 0, 0
51137, 37574, 0, 0, 0
51137, 15920, 1, 0, 0
52209, 49705, 0, 0, 0
52209, 21589, 1, 0, 0
53220, 60735, 0, 0, 0
53220, 25570, 1, 0, 0
54229, 41492, 0, 0, 0
54229, 17750, 1, 0, 0
55236, 58375, 0, 0, 0
55236, 25016, 1, 0, 0
56242, 82699, 0, 0, 0
56242, 35399, 1, 0, 0
57251, 95219, 0, 0, 0
57251, 41526, 1, 0, 0
58280, 77957, 0, 0, 0
58280, 34108, 1, 0, 0
59287, 72774, 0, 0, 0
59287, 31455, 1, 0, 0
60295, 84198, 0, 0, 0
60295, 36242, 1, 0, 0
61304, 124095, 0, 0, 0
61304, 53333, 1, 0, 0
62312, 114440, 0, 0, 0
62312, 47777, 1, 0, 0
63319, 119090, 0, 0, 0
63319, 51122, 1, 0, 0
64327, 110789, 0, 0, 0
64327, 48214, 1, 0, 0
65337, 112118, 0, 0, 0
65337, 48491, 1, 0, 0
66346, 111563, 0, 0, 0
66346, 48261, 1, 0, 0
67354, 98738, 0, 0, 0
67354, 41757, 1, 0, 0
68366, 87750, 0, 0, 0
68366, 38086, 1, 0, 0
69373, 102994, 0, 0, 0
69373, 44103, 1, 0, 0
70379, 103868, 0, 0, 0
70379, 43769, 1, 0, 0
71385, 111316, 0, 0, 0
71385, 47749, 1, 0, 0
72391, 115522, 0, 0, 0
72391, 49460, 1, 0, 0
73399, 111769, 0, 0, 0
73399, 46781, 1, 0, 0
74405, 92691, 0, 0, 0
74405, 40258, 1, 0, 0
75413, 94784, 0, 0, 0
75413, 40798, 1, 0, 0
76420, 105163, 0, 0, 0
76420, 45390, 1, 0, 0
77427, 119288, 0, 0, 0
77427, 50512, 1, 0, 0
78434, 125783, 0, 0, 0
78434, 53962, 1, 0, 0
79441, 99622, 0, 0, 0
79441, 42061, 1, 0, 0
80448, 115980, 0, 0, 0
80448, 49833, 1, 0, 0
81491, 62818, 0, 0, 0
81491, 26953, 1, 0, 0
82505, 63004, 0, 0, 0
82505, 26005, 1, 0, 0
83554, 46024, 0, 0, 0
83554, 20636, 1, 0, 0
84560, 72179, 0, 0, 0
84560, 30722, 1, 0, 0
85570, 86945, 0, 0, 0
85570, 37431, 1, 0, 0
86576, 72536, 0, 0, 0
86576, 31952, 1, 0, 0
87587, 56648, 0, 0, 0
87587, 24126, 1, 0, 0
88596, 89865, 0, 0, 0
88596, 38468, 1, 0, 0
89604, 95218, 0, 0, 0
89604, 40456, 1, 0, 0
90610, 88520, 0, 0, 0
90610, 38047, 1, 0, 0
91617, 86075, 0, 0, 0
91617, 37236, 1, 0, 0
92624, 92985, 0, 0, 0
92624, 40146, 1, 0, 0
93632, 88353, 0, 0, 0
93632, 38307, 1, 0, 0
94639, 91416, 0, 0, 0
94639, 38609, 1, 0, 0
95646, 85900, 0, 0, 0
95646, 37471, 1, 0, 0
96654, 89059, 0, 0, 0
96654, 38246, 1, 0, 0
97661, 90716, 0, 0, 0
97661, 39352, 1, 0, 0
98668, 79013, 0, 0, 0
98668, 33439, 1, 0, 0
99676, 77162, 0, 0, 0
99676, 32773, 1, 0, 0
100682, 84250, 0, 0, 0
100682, 35821, 1, 0, 0
101689, 88127, 0, 0, 0
101689, 37781, 1, 0, 0
102695, 90029, 0, 0, 0
102695, 38917, 1, 0, 0
103702, 93012, 0, 0, 0
103702, 39960, 1, 0, 0
104711, 98660, 0, 0, 0
104711, 41462, 1, 0, 0
105717, 87598, 0, 0, 0
105717, 37627, 1, 0, 0
106720, 86556, 0, 0, 0
106720, 37507, 1, 0, 0
107727, 93759, 0, 0, 0
107727, 40409, 1, 0, 0
108732, 84322, 0, 0, 0
108732, 35601, 1, 0, 0
109740, 90180, 0, 0, 0
109740, 38713, 1, 0, 0
110746, 85550, 0, 0, 0
110746, 37093, 1, 0, 0
111751, 87785, 0, 0, 0
111751, 37122, 1, 0, 0
112758, 96007, 0, 0, 0
112758, 41244, 1, 0, 0
113766, 89079, 0, 0, 0
113766, 37234, 1, 0, 0
114771, 90000, 0, 0, 0
114771, 39003, 1, 0, 0
115779, 98091, 0, 0, 0
115779, 41896, 1, 0, 0
116785, 92739, 0, 0, 0
116785, 38628, 1, 0, 0
117789, 88765, 0, 0, 0
117789, 37822, 1, 0, 0
118796, 92071, 0, 0, 0
118796, 40043, 1, 0, 0
119804, 93071, 0, 0, 0
119804, 40281, 1, 0, 0
120812, 91380, 0, 0, 0
120812, 38900, 1, 0, 0
121819, 92182, 0, 0, 0
121819, 39555, 1, 0, 0
122824, 90427, 0, 0, 0
122824, 37520, 1, 0, 0
123832, 97310, 0, 0, 0
123832, 41000, 1, 0, 0
124840, 88206, 0, 0, 0
124840, 37835, 1, 0, 0
125851, 88162, 0, 0, 0
125851, 38591, 1, 0, 0
126855, 92677, 0, 0, 0
126855, 39653, 1, 0, 0
127892, 84610, 0, 0, 0
127892, 36857, 1, 0, 0
128895, 80793, 0, 0, 0
128895, 34173, 1, 0, 0
129900, 79940, 0, 0, 0
129900, 34115, 1, 0, 0
130906, 89002, 0, 0, 0
130906, 38925, 1, 0, 0
131912, 89041, 0, 0, 0
131912, 38429, 1, 0, 0
132917, 88175, 0, 0, 0
132917, 38463, 1, 0, 0
133925, 97845, 0, 0, 0
133925, 42103, 1, 0, 0
134931, 89514, 0, 0, 0
134931, 38039, 1, 0, 0
135971, 87257, 0, 0, 0
135971, 37219, 1, 0, 0
136980, 94949, 0, 0, 0
136980, 40701, 1, 0, 0
137985, 89838, 0, 0, 0
137985, 39279, 1, 0, 0
138993, 90773, 0, 0, 0
138993, 39067, 1, 0, 0
139998, 89362, 0, 0, 0
139998, 38123, 1, 0, 0
141005, 81533, 0, 0, 0
141005, 34859, 1, 0, 0
