1001, 4872, 0, 0, 0
2007, 4790, 0, 0, 0
3008, 4875, 0, 0, 0
4086, 4874, 0, 0, 0
5087, 4879, 0, 0, 0
6087, 4853, 0, 0, 0
7087, 4886, 0, 0, 0
8088, 4912, 0, 0, 0
9089, 4896, 0, 0, 0
10090, 4864, 0, 0, 0
11092, 4864, 0, 0, 0
12093, 4813, 0, 0, 0
13093, 4884, 0, 0, 0
14094, 4854, 0, 0, 0
15095, 4885, 0, 0, 0
16096, 4859, 0, 0, 0
17097, 4828, 0, 0, 0
18098, 4874, 0, 0, 0
19099, 4848, 0, 0, 0
20100, 4869, 0, 0, 0
21101, 4881, 0, 0, 0
22101, 4893, 0, 0, 0
23102, 4872, 0, 0, 0
24103, 4881, 0, 0, 0
25105, 4874, 0, 0, 0
26106, 4837, 0, 0, 0
27107, 4855, 0, 0, 0
28107, 4877, 0, 0, 0
29108, 4883, 0, 0, 0
30109, 4359, 0, 0, 0
